A,B,Segment,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler
xx only twitter niggas care bout hairy pussy them niggas i fucked today ai gi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,6.67,6.67,0,0,0,0,0,0,26.67,13.33,6.67,6.67,0,0,0,0,6.67,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,13.33,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0
andrew bynum got traded and then they waived him the very next day a nigger ca keep a job,1,1,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,0,0,0,5.26,10.53,0,0,0,0,0,0,10.53,0,0,0,5.26,0,0,0,0,10.53,0,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0
being a nigger is a color its a state of mind,0,1,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0
somewhere in the ghetto its a nigger getting shot over bbq,1,1,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,27.27,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0
ieresting if ur child father ai shitthen look in the mirror at the dumb bitch,1,1,6.67,6.67,0,0,6.67,0,6.67,0,0,0,6.67,0,6.67,0,13.33,0,6.67,0,0,0,0,0,0,6.67,26.67,6.67,0,0,0,6.67,0,20,6.67,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,6.67,0,6.67,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0
you can buy milk w wic guys qtna how yall bitches gon breast feed wit nipple rings,1,1,0,0,0,0,11.76,0,11.76,5.88,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,17.65,0,0,0,0,0,0,17.65,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,5.88,5.88,0,0,0
psychological warfare for dhimmis defeating islam joining forces to take out worlds trash h,2,1,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,21.43,14.29,0,0,0,7.14,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
our national bird the american bald eagle is an endangered species success story,2,1,15.38,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0
republicans wa to yank food stamps from the hungry may prg p,2,1,0,0,0,0,8.33,0,8.33,0,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0
a rece harvard study concluded that bitches in fact be trippin,1,1,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0
mila kunis has heterochromia iridum which gives her two differe colored eyes one eye is green the other is brown,2,1,0,0,0,0,15,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,20,0,0,0,0,0,0
the strings attached to boxes of animal crackers were originally put there so that the box could be hung from christmas tree,2,1,0,0,0,0,9.09,0,9.09,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,4.55,9.09,0,0,0,9.09,9.09,0,0,0,0,0,0,0
i see you subtweeting me hoe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,50,16.67,0,0,0,0,16.67,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0
or fags cause if you post you found him attractive as well niggas who post trannys to see if a nigga thirsts ov,1,1,0,0,0,0,21.74,0,21.74,4.35,4.35,0,13.04,0,13.04,0,21.74,8.7,0,0,0,0,0,0,0,13.04,17.39,0,0,0,0,0,0,17.39,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,4.35,0,0,4.35,0,0,0,0,0,4.35,4.35,0,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0
its never about the hoes hes eeaining its always about the fact that hes eeaining these hoes,1,1,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,11.76,23.53,0,0,0,0,0,0,23.53,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0
youre such a bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
do get your paies in a twist just take them off and let my tongue twist around in your pussy instead,1,1,0,0,0,0,4.76,0,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,4.76,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,4.76,0,0,0,0,9.52,0,0,0,0,0,0,9.52,23.81,0,9.52,14.29,0,0,0,0,0,0,0,0,0,0,0,0
did that bitch ever get out of ludacriss way,1,1,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,22.22,22.22,0,0,22.22,0,0,0,11.11,11.11,0,0,0,0,0,0,0
if youve been though what ive been through you would have turned io a healess bitch by now but im stronger amp bet,1,1,4.35,0,0,4.35,21.74,0,21.74,0,0,4.35,8.7,0,13.04,0,8.7,4.35,0,0,0,0,0,0,0,4.35,8.7,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,8.7,4.35,0,4.35,0,0,0,0,4.35,21.74,8.7,0,0,0,0,0,0
whats it like being a cold heaed cu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0
i need my pussy ate now,1,1,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0
yo mama so ghetto she uses cigarette butts as qtips,2,1,10,10,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,10,0,20,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0
goes io monkey bar to meet swingers,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0
pepsi and cheerios smashin on these hoes got me blue in the taco bae thinks of me flaco errybody froin jus,1,1,4.76,4.76,0,0,4.76,0,4.76,4.76,0,0,0,0,0,0,14.29,4.76,4.76,0,0,0,0,0,0,4.76,9.52,0,0,0,0,0,0,9.52,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,9.52,0,0,0,4.76,0,0,0,0,0,0,0,14.29,0,4.76,4.76,4.76,0,0,0,0,4.76,0,9.52,9.52,0,0,0
theres only one bae at the end of the day cause she ride for me unlike you other bitches,1,1,5.26,5.26,0,0,15.79,0,15.79,0,5.26,0,0,0,10.53,0,10.53,5.26,0,0,0,0,0,0,0,5.26,15.79,0,0,0,0,0,0,15.79,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,0,5.26,5.26,0,0,0,10.53,0,5.26,0,5.26,5.26,0,0,0
that pussy so wet she gotta dry outsidestop telling my business,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,9.09,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,9.09,0,0,9.09,9.09,0,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,18.18,0,0,0,9.09,9.09,9.09,0,0,0
i do care who kendrick made that song for its still trash,2,1,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0
listen cu today ai yo day,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,16.67,16.67,0,0,0
nah i hate white people now since he looks like a dyke i think he just ended racism,0,1,0,0,0,0,11.11,0,11.11,5.56,5.56,0,0,0,0,0,11.11,0,5.56,5.56,0,5.56,0,5.56,0,5.56,22.22,0,0,0,0,0,0,22.22,0,0,0,11.11,16.67,0,16.67,0,0,0,0,0,0,0,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,5.56,0,0,16.67,5.56,11.11,0,5.56,5.56,0,0,0
mome of truth these hoes the truth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shy people tend have great observational skills making it easier to recognize the core of a problem then solving it,2,1,10,0,10,0,20,0,20,10,5,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
philly full of these type hoes broke bitches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,12.5,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0
if shes always been a dyke shes a virgin no way around that her first time eating box do take her virginity,1,1,0,0,0,0,18.18,13.64,4.55,0,0,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,0,0,4.55,18.18,0,0,0,0,0,0,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,9.09,4.55,0,0,0,4.55,0,0,0,0,0,0,9.09,4.55,0,0,4.55,0,0,0,4.55,4.55,9.09,0,0,0,0,0,0
vote or die bitches,1,1,0,0,0,0,25,0,25,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nah go talk to ur hoes since u do wanna text back n shit,1,1,0,0,0,0,14.29,0,14.29,0,7.14,7.14,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,35.71,14.29,0,0,0,0,14.29,21.43,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,21.43,14.29,0,7.14,14.29,0,0,0,7.14,0,0,7.14,28.57,28.57,0,0,0
andy we from owning toys to owning bitches and also tf is that coke doing teaching a class,1,1,16.67,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,16.67,5.56,0,11.11,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,5.56,0,0,0
when you see a bitch nigga subtweet you,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,37.5,12.5,0,0,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,12.5,0,0,0,12.5,12.5,0,0,0
im grown let me be a hoe in peace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,11.11,11.11,0,0,0,0,0,0
sharkeishad to lose ones face due to the brute force of a knockout punch dat bitch got sharkeishad,1,1,11.11,0,5.56,5.56,5.56,0,5.56,0,5.56,0,0,0,0,0,11.11,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,5.56,0,0,0
these hoes ai loyal women of this generation cannot be trusted,1,1,18.18,18.18,0,0,9.09,0,9.09,0,0,9.09,0,0,9.09,0,27.27,18.18,0,0,0,0,0,0,0,9.09,36.36,18.18,9.09,0,0,9.09,0,18.18,0,0,18.18,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0
when your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape,2,1,0,0,0,0,4.55,0,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,22.73,9.09,0,0,0,0,9.09,13.64,0,0,0,0,4.55,0,0,4.55,13.64,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,18.18,0,9.09,4.55,0,4.55,0,4.55,0,9.09,0,0,0,0,0,0
these bitches is actors out here,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,0,0,16.67,0,0,0,0,0,0
gemini does really look back at their exs some things just look better in the trash,1,1,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,12.5,0,12.5,12.5,0,0,0,0,6.25,0,0,0,0,0,0
yall really expect a yr old nigga to still rap about raping hoes and killing his mother nah,1,1,11.11,5.56,0,5.56,5.56,0,5.56,0,0,0,0,5.56,0,0,22.22,0,11.11,0,0,0,0,0,0,11.11,33.33,11.11,0,0,11.11,0,0,22.22,5.56,0,11.11,5.56,0,0,0,0,5.56,5.56,0,0,0,0,11.11,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,5.56,0,0,5.56,5.56,5.56,0,0,0
twitter whats this mean i come alive in the night time sleep all day hoe all night,1,1,0,0,0,0,17.65,11.76,5.88,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.29,11.76,0,5.88,11.76,0,0,0,17.65,0,5.88,0,0,0,0,0,0
good pussy ai changin nothin might bump you up to main hoe from side jank that only mean you get fucked more,1,1,0,0,0,0,13.64,4.55,9.09,4.55,0,0,4.55,0,0,0,18.18,4.55,4.55,4.55,4.55,0,0,0,0,13.64,13.64,0,0,0,0,0,0,13.64,0,0,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,13.64,9.09,0,0,9.09,0,0,0,0,4.55,0,4.55,0,0,0,0,0
your pussy must not pop severely but im single,1,1,0,0,0,0,33.33,0,33.33,0,0,11.11,0,0,22.22,0,22.22,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0
mac lay on the floor like a matress young based god came straight for the bitches,1,1,0,0,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,25,0,12.5,18.75,0,0,0,6.25,6.25,0,0,0,0,0,0,0
it is shakespeares bihday take a look at some shakespearean trash talk,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,16.67,8.33,8.33,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0
illegal alien is not a race its a crime wetbacks,0,1,0,0,0,0,10,0,10,0,0,0,0,0,10,0,30,0,20,0,0,0,0,0,0,10,20,0,0,0,0,0,0,20,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
if a girl ca make a decision whether to date you or not tell that bitch to kick rocks,1,1,0,0,0,0,31.58,0,31.58,5.26,5.26,0,10.53,0,21.05,0,10.53,0,5.26,0,0,0,0,0,0,5.26,15.79,5.26,0,0,0,0,5.26,10.53,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0
if ya girl shaves the pussy before going out with her girls somethings wrong,1,1,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,7.14,0,14.29,0,7.14,0,0,0,0,0,0,7.14,35.71,7.14,0,0,0,7.14,0,28.57,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,7.14,7.14,0,0,0,7.14,0,0,7.14,7.14,7.14,0,0,0
do try too fuck with me amp got a million and two bitches because i will tell them all i promise i will,1,1,4.35,0,4.35,0,17.39,4.35,13.04,0,4.35,4.35,0,4.35,0,0,8.7,0,0,0,0,0,0,0,0,8.7,13.04,8.7,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0
because sometimes you just need a mome to appreciate a noble guinea pig with steampunk dragon wings,2,1,0,0,0,0,23.53,0,23.53,5.88,5.88,5.88,5.88,0,0,0,11.76,11.76,0,5.88,5.88,0,0,0,0,0,17.65,11.76,5.88,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0
naming my son caesar dawn of the apes is the absolute best movie ive ever seen in my eire life,2,1,5,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,5,5,0,0,10,10,5,0,0,0,0,0,0
didyouknow the comstock lode was a boon as it grew ppl amp became of the largest amp wealthiest,2,1,5.56,0,0,5.56,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,16.67,0,0,5.56,5.56,0,0,0
crying kill me with fire that pussy crying for help,1,1,20,10,0,10,0,0,0,0,0,0,0,0,0,0,50,10,30,20,0,20,0,0,20,10,40,40,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
got these hoes on my dick like brad pitt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look ghetto but it work,2,1,20,0,20,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0
austin is so cute like look at him all excited because he got oreos,2,1,0,0,0,0,14.29,7.14,7.14,0,7.14,0,0,0,0,0,14.29,14.29,0,7.14,7.14,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,14.29,7.14,7.14,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0
all bitches cheat you just gotta acknowledge its gonna happens so when it does itll hu less,1,1,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,11.76,0,5.88,0,0,0,0,0,0,5.88,17.65,11.76,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,11.76,17.65,11.76,11.76,0,0,0
everybody turning io assholes this year look what youve bitches have done to us,1,1,7.14,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,21.43,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,7.14,7.14,0,7.14,0,0,0,14.29,0,0,0,0,0,0,0
when you and your boys discover a hoe,1,1,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,50,0,0,0,0,0,0,50,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0
